id,vague_r,hedge_r,neg_r,passive_r,fog_idx,avg_len,len_var,num_den,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sent_pos,sent_neg,sent_neu,time_r,excl_r,quest_r,drift_sc,label_int
FS-1211,0.0,0.0,0.0,0.0,66.3311828,20.66666667,8.22222222,0.09677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,0
FS-2778,0.0,0.0,0.0,0.0,77.98070175,14.25,12.6875,0.0877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0169,0.0,0.0,0.0,0.0,70.94774775,24.66666667,99.55555556,0.05405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2971,0.0,0.0,0.0,0.0,79.70526316,19.0,20.5,0.07894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01315789,0.0,0.0,0.0,0
FS-0512,0.0,0.0,0.0,0.0,75.68823529,12.75,16.1875,0.11764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01960784,0.0,0.0,0.0,0
FS-0352,0.0,0.0,0.0,0.0,72.74285714,14.0,29.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-1950,0.0,0.0,0.0,0.0,66.2,15.5,20.75,0.0483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-1081,0.0,0.0,0.0,0.0,77.64153005,20.33333333,54.88888889,0.1147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01639344,0.0,0.0,0.0,0
FS-0398,0.0,0.0,0.0,0.0,71.36820513,15.6,20.24,0.11538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01282051,0.0,0.0,0.0,0
FS-0343,0.0,0.0,0.0,0.0,74.17142857,14.0,8.0,0.16071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785714,0.98214286,0.01785714,0.0,0.0,0.0,0
FS-0245,0.0,0.0,0.0,0.0,70.61818182,22.0,12.66666667,0.13636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-2202,0.0,0.0,0.0,0.0,84.17142857,14.0,9.0,0.08928571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03571429,0.0,0.0,0.0,0
FS-2306,0.0,0.0,0.0,0.0,71.21761006,17.66666667,9.55555556,0.09433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,2
FS-2256,0.0,0.0,0.0,0.0,66.98181818,22.0,12.66666667,0.07575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-0133,0.0,0.0,0.0,0.0,83.29308176,17.66666667,3.55555556,0.13207547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-0653,0.0,0.0,0.0,0.0,73.70710383,20.33333333,8.22222222,0.2295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344,0.98360656,0.04918033,0.0,0.0,0.0,2
FS-2470,0.0,0.0,0.0,0.0,77.17010989,18.2,21.36,0.06593407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901,0.98901099,0.03296703,0.0,0.0,0.0,0
FS-1684,0.0,0.0,0.0,0.0,67.12820513,21.66666667,16.22222222,0.10769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01538462,0.0,0.0,0.0,0
FS-0370,0.0,0.0,0.0,0.0,75.31818182,13.75,5.1875,0.12727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01818182,0.0,0.0,0.0,0
FS-2702,0.0,0.0,0.0,0.0,71.35434343,19.8,46.96,0.06060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01010101,0.98989899,0.01010101,0.0,0.0,0.0,0
FS-3192,0.0,0.0,0.0,0.0,68.41818182,16.5,26.25,0.04545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-1701,0.0,0.0,0.0,0.0,71.75238095,18.66666667,16.88888889,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01785714,0.0,0.0,0.0,0
FS-2226,0.0,0.0,0.0,0.0,75.20199005,22.33333333,10.88888889,0.11940299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-1929,0.0,0.0,0.0,0.0,73.53333333,21.33333333,38.22222222,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-0438,0.0,0.0,0.0,0.0,74.07586207,14.5,3.25,0.12068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01724138,0.0,0.0,0.0,0
FS-1126,0.0,0.0,0.0,0.0,72.37164179,16.75,15.1875,0.07462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-0481,0.0,0.0,0.0,0.0,83.32063492,21.0,16.66666667,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01587302,0.0,0.0,0.0,0
FS-0051,0.0,0.0,0.0,0.0,74.78333333,21.33333333,54.88888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2243,0.0,0.0,0.0,0.0,76.24339623,13.25,57.6875,0.11320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,2
FS-1142,0.0,0.0,0.0,0.0,71.22898551,23.0,8.66666667,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01449275,0.98550725,0.01449275,0.0,0.0,0.0,0
FS-1611,0.0,0.0,0.0,0.0,92.0,20.0,28.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-1322,0.0,0.0,0.0,0.0,68.53333333,21.33333333,27.55555556,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-1401,0.0,0.0,0.0,0.0,74.58709677,15.5,15.25,0.09677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,0
FS-3120,0.0,0.0,0.0,0.0,80.72985075,16.75,37.1875,0.04477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492537,0.98507463,0.02985075,0.0,0.0,0.0,0
FS-1030,0.0,0.0,0.0,0.0,67.14972678,20.33333333,74.88888889,0.18032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04918033,0.0,0.0,0.0,0
FS-0106,0.0,0.0,0.0,0.0,67.88730159,15.75,13.1875,0.06349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2352,0.0,0.0,0.0,0.0,68.26666667,20.66666667,8.22222222,0.08064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-0454,0.0,0.0,0.0,0.0,77.28484848,22.0,24.0,0.04545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2930,0.0,0.0,0.0,0.0,68.03846154,16.25,28.6875,0.10769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0405,0.0,0.0,0.0,0.0,76.95915493,17.75,24.6875,0.09859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01408451,0.0,0.0,0.0,0
FS-2076,0.0,0.0,0.0,0.0,76.0,20.0,50.66666667,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,0
FS-0992,0.0,0.0,0.0,0.0,70.71111111,24.0,130.66666667,0.09722222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01388889,0.0,0.0,0.0,0
FS-3130,0.0,0.0,0.0,0.0,74.75970149,16.75,16.6875,0.07462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02985075,0.0,0.0,0.0,0
FS-1663,0.0,0.0,0.0,0.0,73.05342466,18.25,12.6875,0.09589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01369863,0.0,0.0,0.0,0
FS-0003,0.0,0.0,0.0,0.0,84.1989071,20.33333333,66.88888889,0.1147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01639344,0.0,0.0,0.0,0
FS-0604,0.0,0.0,0.0,0.0,71.87126437,19.33333333,8.22222222,0.0862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01724138,0.0,0.0,0.0,0
FS-0167,0.0,0.0,0.0,0.0,74.14225352,17.75,23.6875,0.11267606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01408451,0.0,0.0,0.0,0
FS-0001,0.0,0.0,0.0,0.0,78.87619048,21.0,2.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01587302,0.0,0.0,0.0,0
FS-2793,0.0,0.0,0.0,0.0,74.53274725,18.2,26.56,0.03296703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01098901,0.0,0.0,0.0,0
FS-1565,0.0,0.0,0.0,0.0,68.53206349,12.6,1.84,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03174603,0.0,0.0,0.0,0
FS-2098,0.0,0.0,0.0,0.0,76.91967213,15.25,29.1875,0.18032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04918033,0.0,0.0,0.0,2
FS-2028,0.0,0.0,0.0,0.0,73.53333333,21.33333333,1.55555556,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-1576,0.0,0.0,0.0,0.0,66.4,16.0,38.5,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046875,0.0,0.0,0.0,0
FS-2104,0.0,0.0,0.0,0.0,76.03333333,21.33333333,6.22222222,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-1903,0.0,0.0,0.0,0.0,77.59004975,22.33333333,13.55555556,0.11940299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-2266,0.0,0.0,0.0,0.0,66.3311828,20.66666667,27.55555556,0.08064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,0
FS-1025,0.0,0.0,0.0,0.0,71.43589744,21.66666667,20.22222222,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03076923,0.0,0.0,0.0,0
FS-3102,0.0,0.0,0.0,0.0,71.57142857,17.5,32.75,0.05714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857143,0.0,0.0,0.0,0
FS-0860,0.0,0.0,0.0,0.0,80.66666667,20.0,50.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-3176,0.0,0.0,0.0,0.0,77.40405797,13.8,8.56,0.04347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01449275,0.0,0.0,0.0,0
FS-1117,0.0,0.0,0.0,0.0,77.44242424,33.0,9.0,0.12121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-0799,0.0,0.0,0.0,0.0,65.85714286,17.5,37.25,0.05714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2768,0.0,0.0,0.0,0.0,80.0,15.0,21.5,0.06666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0882,0.0,0.0,0.0,0.0,67.23333333,16.0,32.66666667,0.04166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02083333,0.0,0.0,0.0,0
FS-1900,0.0,0.0,0.0,0.0,71.80869565,23.0,62.0,0.10144928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01449275,0.0,0.0,0.0,0
FS-0967,0.0,0.0,0.0,0.0,81.55555556,15.0,42.66666667,0.15555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02222222,0.0,0.0,0.0,0
FS-0811,0.0,0.0,0.0,0.0,81.16989247,20.66666667,21.55555556,0.12903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806,0.0,0.0,0.0,0
FS-2575,0.0,0.0,0.0,0.0,72.89090909,22.0,74.0,0.05681818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02272727,0.0,0.0,0.0,0
FS-1737,0.0,0.0,0.0,0.0,69.39047619,16.33333333,1.55555556,0.10204082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816,0.0,0.0,0.0,2
FS-1911,0.0,0.0,0.0,0.0,82.36616915,22.33333333,37.55555556,0.02985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-2507,0.0,0.0,0.0,0.0,68.6,21.5,37.25,0.08139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02325581,0.0,0.0,0.0,0
FS-2444,0.0,0.0,0.0,0.0,89.23789474,15.2,10.16,0.05263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01315789,0.0,0.0,0.0,0
FS-2978,0.0,0.0,0.0,0.0,82.32903226,15.5,36.75,0.09677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01612903,0.98387097,0.0,0.0,0.0,0.0,2
FS-0183,0.0,0.0,0.0,0.0,87.46666667,18.66666667,24.22222222,0.10714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01785714,0.0,0.0,0.0,0
FS-3083,0.0,0.0,0.0,0.0,75.0,17.5,47.25,0.07142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857143,0.0,0.0,0.0,0
FS-1936,0.0,0.0,0.0,0.0,74.36284153,20.33333333,6.88888889,0.08196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03278689,0.0,0.0,0.0,0
FS-3024,0.0,0.0,0.0,0.0,83.275,16.0,6.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,2
FS-0617,0.0,0.0,0.0,0.0,69.15151515,18.33333333,27.55555556,0.14545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03636364,0.0,0.0,0.0,0
FS-1181,0.0,0.0,0.0,0.0,74.26666667,19.0,0.66666667,0.12280702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,0
FS-2576,0.0,0.0,0.0,0.0,72.87831325,20.75,1.1875,0.04819277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02409639,0.0,0.0,0.0,0
FS-2235,0.0,0.0,0.0,0.0,68.53333333,21.33333333,36.22222222,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046875,0.0,0.0,0.0,0
FS-2784,0.0,0.0,0.0,0.0,76.84505747,17.4,28.24,0.05747126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02298851,0.0,0.0,0.0,0
FS-0769,0.0,0.0,0.0,0.0,76.55384615,26.0,49.0,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01923077,0.0,0.0,0.0,0
FS-2885,0.0,0.0,0.0,0.0,75.60453074,17.16666667,25.47222222,0.0776699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00970874,0.0,0.0,0.0,0
FS-1049,0.0,0.0,0.0,0.0,74.82898551,15.33333333,6.88888889,0.10869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02173913,0.0,0.0,0.0,2
FS-2786,0.0,0.0,0.0,0.0,73.86285714,16.8,19.76,0.07142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02380952,0.0,0.0,0.0,0
FS-2073,0.0,0.0,0.0,0.0,84.79298246,19.0,8.0,0.10526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,0
FS-1188,0.0,0.0,0.0,0.0,71.97232704,17.66666667,1.55555556,0.09433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,0
FS-2085,0.0,0.0,0.0,0.0,75.7015873,21.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587302,0.98412698,0.0,0.0,0.0,0.0,0
FS-1314,0.0,0.0,0.0,0.0,73.77017544,14.25,4.6875,0.15789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,2
FS-2130,0.0,0.0,0.0,0.0,81.78550725,15.33333333,8.22222222,0.17391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04347826,0.0,0.0,0.0,2
FS-3002,0.0,0.0,0.0,0.0,77.82987013,19.25,14.1875,0.03896104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01298701,0.0,0.0,0.0,0
FS-2206,0.0,0.0,0.0,0.0,70.23636364,16.5,4.25,0.07575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-0376,0.0,0.0,0.0,0.0,69.17142857,14.0,24.5,0.08928571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01785714,0.0,0.0,0.0,0
FS-0436,0.0,0.0,0.0,0.0,78.47179487,17.33333333,66.88888889,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03846154,0.0,0.0,0.0,0
FS-2538,0.0,0.0,0.0,0.0,75.75194805,19.25,42.6875,0.06493506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02597403,0.0,0.0,0.0,2
FS-0409,0.0,0.0,0.0,0.0,78.47843137,22.66666667,0.88888889,0.07352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01470588,0.0,0.0,0.0,0
FS-0474,0.0,0.0,0.0,0.0,80.97241379,14.5,18.75,0.13793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01724138,0.0,0.0,0.0,2
FS-2003,0.0,0.0,0.0,0.0,71.08415301,20.33333333,27.55555556,0.08196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01639344,0.0,0.0,0.0,2
FS-1898,0.0,0.0,0.0,0.0,80.50434783,23.0,52.66666667,0.11594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01449275,0.0,0.0,0.0,0
FS-0297,0.0,0.0,0.0,0.0,75.4,12.5,13.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,2
FS-2399,0.0,0.0,0.0,0.0,64.13785311,19.66666667,20.22222222,0.08474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01694915,0.0,0.0,0.0,2
FS-2636,0.0,0.0,0.0,0.0,71.98181818,22.0,7.5,0.07954545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02272727,0.0,0.0,0.0,0
FS-2069,0.0,0.0,0.0,0.0,86.66862745,12.75,11.6875,0.19607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03921569,0.0,0.0,0.0,2
FS-2544,0.0,0.0,0.0,0.0,84.28309859,17.75,41.1875,0.07042254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01408451,0.0,0.0,0.0,0
FS-0469,0.0,0.0,0.0,0.0,75.33333333,20.0,42.0,0.06666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,0
FS-0407,0.0,0.0,0.0,0.0,77.79294118,13.6,13.04,0.11764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01470588,0.0,0.0,0.0,0
FS-0883,0.0,0.0,0.0,0.0,76.43100775,14.33333333,1.55555556,0.1627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02325581,0.0,0.0,0.0,0
FS-1354,0.0,0.0,0.0,0.0,77.02857143,14.0,24.5,0.05357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01785714,0.0,0.0,0.0,0
FS-2848,0.0,0.0,0.0,0.0,73.60672897,21.4,28.24,0.08411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00934579,0.0,0.0,0.0,0
FS-0025,0.0,0.0,0.0,0.0,77.50769231,13.0,12.5,0.13461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01923077,0.0,0.0,0.0,2
FS-0680,0.0,0.0,0.0,0.0,72.22028986,15.33333333,20.22222222,0.15217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.97826087,0.02173913,0.0,0.0,0.0,0
FS-0073,0.0,0.0,0.0,0.0,85.5572327,17.66666667,20.22222222,0.05660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-0624,0.0,0.0,0.0,0.0,70.23191489,11.75,11.1875,0.14893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0212766,0.0,0.0,0.0,2
FS-2727,0.0,0.0,0.0,0.0,76.59047619,21.0,19.2,0.06666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01904762,0.0,0.0,0.0,0
FS-0549,0.0,0.0,0.0,0.0,69.28571429,17.5,18.75,0.12857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857143,0.0,0.0,0.0,0
FS-0784,0.0,0.0,0.0,0.0,69.73333333,25.0,20.66666667,0.13333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01333333,0.0,0.0,0.0,0
FS-1089,0.0,0.0,0.0,0.0,72.69655172,14.5,8.75,0.12068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03448276,0.0,0.0,0.0,0
FS-2153,0.0,0.0,0.0,0.0,70.66666667,20.0,8.66666667,0.11666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,2
FS-0233,0.0,0.0,0.0,0.0,65.96923077,13.0,21.5,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0325,0.0,0.0,0.0,0.0,85.1,12.75,12.1875,0.09803922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01960784,0.0,0.0,0.0,2
FS-1471,0.0,0.0,0.0,0.0,80.775,16.0,40.5,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-0963,0.0,0.0,0.0,0.0,80.26666667,16.66666667,2.88888889,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0
FS-1754,0.0,0.0,0.0,0.0,73.71726908,27.66666667,33.55555556,0.08433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01204819,0.0,0.0,0.0,0
FS-0075,0.0,0.0,0.0,0.0,75.34814815,18.0,2.0,0.07407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01851852,0.0,0.0,0.0,0
FS-1821,0.0,0.0,0.0,0.0,72.4,25.0,88.66666667,0.09333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01333333,0.0,0.0,0.0,0
FS-0062,0.0,0.0,0.0,0.0,73.16190476,21.0,56.0,0.07936508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01587302,0.0,0.0,0.0,0
FS-1264,0.0,0.0,0.0,0.0,78.17254902,17.0,26.0,0.07843137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01960784,0.0,0.0,0.0,0
FS-1795,0.0,0.0,0.0,0.0,73.75934959,13.66666667,0.22222222,0.12195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04878049,0.0,0.0,0.0,2
